"unit","ediScopeUses","ediPackageUses","ediTotalUses","neonScopeUses","neonPackageUses","neonTotalUses","dataoneTotalUses","orgList","numOrgs","totalScopes","totalPackages","TotalUses"
"numberpercentimetercubed",2,21,26,0,0,0,7,"EDI DataOne",2,2,21,33
"perday",5,7,30,0,0,0,3,"EDI DataOne",2,5,7,33
"celcius",6,10,23,0,0,0,9,"EDI DataOne",2,6,10,32
"permeter",6,7,25,0,0,0,7,"EDI DataOne",2,6,7,32
"milligramspergramperday",2,3,15,0,0,0,17,"EDI DataOne",2,2,3,32
"milligramspergramperhour",1,3,11,0,0,0,21,"EDI DataOne",2,1,3,32
"years",2,3,8,0,0,0,24,"EDI DataOne",2,2,3,32
"milligramsperkilogram",1,2,16,0,0,0,16,"EDI DataOne",2,1,2,32
"hectares",3,12,12,0,0,0,19,"EDI DataOne",2,3,12,31
"gramperliter",4,6,8,0,0,0,23,"EDI DataOne",2,4,6,31
"minutes of a degree",2,5,19,0,0,0,12,"EDI DataOne",2,2,5,31
"megagramperhectareperyear",2,2,9,0,0,0,22,"EDI DataOne",2,2,2,31
"degreec",1,1,30,0,0,0,1,"EDI DataOne",2,1,1,31
"micromolespercubiccentimeter",1,1,10,0,0,0,21,"EDI DataOne",2,1,1,31
"siemen",2,5,7,0,0,0,23,"EDI DataOne",2,2,5,30
"percent (%)",1,1,3,0,0,0,27,"EDI DataOne",2,1,1,30
"meterpermetersquared",2,27,28,0,0,0,1,"EDI DataOne",2,2,27,29
"us/cm",3,11,11,0,0,0,18,"EDI DataOne",2,3,11,29
"micromolepermetersquaredperhour",3,7,22,0,0,0,7,"EDI DataOne",2,3,7,29
"grams per square meter per day",2,3,15,0,0,0,14,"EDI DataOne",2,2,3,29
"micromolepermetersquaredperday",9,11,27,0,0,0,1,"EDI DataOne",2,9,11,28
"moleperkilogram",2,4,23,0,0,0,5,"EDI DataOne",2,2,4,28
"cm2/m2",1,3,23,0,0,0,5,"EDI DataOne",2,1,3,28
"centimolesperkilogram",1,2,14,0,0,0,14,"EDI DataOne",2,1,2,28
"gg-1",1,2,24,0,0,0,4,"EDI DataOne",2,1,2,28
"joulepercentimetersquared",2,2,23,0,0,0,5,"EDI DataOne",2,2,2,28
"kilowatthour",2,2,10,0,0,0,18,"EDI DataOne",2,2,2,28
"ha",1,1,14,0,0,0,14,"EDI DataOne",2,1,1,28
"nanomolespercentimetersquared",1,1,9,0,0,0,19,"EDI DataOne",2,1,1,28
"ph units",3,16,24,0,0,0,3,"EDI DataOne",2,3,16,27
"megagramsperhectare",3,10,24,0,0,0,3,"EDI DataOne",2,3,10,27
"mg/l",2,6,13,0,0,0,14,"EDI DataOne",2,2,6,27
"countpermetersquared",2,4,15,0,0,0,12,"EDI DataOne",2,2,4,27
"numberperkilogram",3,4,26,0,0,0,1,"EDI DataOne",2,3,4,27
"hpa",1,1,2,0,0,0,25,"EDI DataOne",2,1,1,27
"kilowattpermetersquare",1,16,21,0,0,0,5,"EDI DataOne",2,1,16,26
"bushelsperacre",2,9,15,0,0,0,11,"EDI DataOne",2,2,9,26
"microequivalentperliter",1,5,14,0,0,0,12,"EDI DataOne",2,1,5,26
"number of years",1,5,25,0,0,0,1,"EDI DataOne",2,1,5,26
"micromolar",3,4,13,0,0,0,13,"EDI DataOne",2,3,4,26
"nanomolespergramperhour",4,4,20,0,0,0,6,"EDI DataOne",2,4,4,26
"stems/m2",1,2,20,0,0,0,6,"EDI DataOne",2,1,2,26
"mole percent",1,1,15,0,0,0,11,"EDI DataOne",2,1,1,26
"dd",2,11,11,0,0,0,14,"EDI DataOne",2,2,11,25
"poundspersquareinch",4,11,22,0,0,0,3,"EDI DataOne",2,4,11,25
"millisiemenspercentimeter",6,9,21,0,0,0,4,"EDI DataOne",2,6,9,25
"microgrampermetersquaredperhour",4,5,17,0,0,0,8,"EDI DataOne",2,4,5,25
"micromolespermole",4,5,10,0,0,0,15,"EDI DataOne",2,4,5,25
"minutes",2,5,9,0,0,0,16,"EDI DataOne",2,2,5,25
"percmx1000",1,5,23,0,0,0,2,"EDI DataOne",2,1,5,25
"micromolespermole",2,4,17,0,0,0,8,"EDI DataOne",2,2,4,25
"millimolespersquaremeterperday",2,4,23,0,0,0,2,"EDI DataOne",2,2,4,25
"cubicfeetpersecondpersquaremile",1,2,6,0,0,0,19,"EDI DataOne",2,1,2,25
"ppmv",2,2,23,0,0,0,2,"EDI DataOne",2,2,2,25
"micromolespergrampersecond",1,1,1,0,0,0,24,"EDI DataOne",2,1,1,25
"micron",5,8,18,0,0,0,6,"EDI DataOne",2,5,8,24
"ton",4,7,10,0,0,0,14,"EDI DataOne",2,4,7,24
"numberpermeter",3,6,14,0,0,0,10,"EDI DataOne",2,3,6,24
"milligramspercubiccentimeter",4,5,17,0,0,0,7,"EDI DataOne",2,4,5,24
"ppb",2,5,23,0,0,0,1,"EDI DataOne",2,2,5,24
"qsupermilligramperliter",1,5,13,0,0,0,11,"EDI DataOne",2,1,5,24
"seconds of a degree",2,5,15,0,0,0,9,"EDI DataOne",2,2,5,24
"foot_us",2,3,6,0,0,0,18,"EDI DataOne",2,2,3,24
"milliequivalentsper100grams",1,3,23,0,0,0,1,"EDI DataOne",2,1,3,24
"meterdays",1,2,18,0,0,0,6,"EDI DataOne",2,1,2,24
"parts per billion",1,2,5,0,0,0,19,"EDI DataOne",2,1,2,24
"phunits",1,2,2,0,0,0,22,"EDI DataOne",2,1,2,24
"isotope",1,1,12,0,0,0,12,"EDI DataOne",2,1,1,24
"millivolts",1,1,2,0,0,0,22,"EDI DataOne",2,1,1,24
"none",1,1,1,0,0,0,23,"EDI DataOne",2,1,1,24
"micromole",4,9,21,0,0,0,2,"EDI DataOne",2,4,9,23
"day",2,8,8,0,0,0,15,"EDI DataOne",2,2,8,23
"millimolespersquaremeterpersecond",3,7,15,0,0,0,8,"EDI DataOne",2,3,7,23
"%dryweight",1,4,11,0,0,0,12,"EDI DataOne",2,1,4,23
"nauticalmile",1,1,1,0,0,0,22,"EDI DataOne",2,1,1,23
"decimeter",4,10,17,0,0,0,5,"EDI DataOne",2,4,10,22
"centimetersperday",3,9,9,0,0,0,13,"EDI DataOne",2,3,9,22
"gramsperliter",7,9,16,0,0,0,6,"EDI DataOne",2,7,9,22
"cm3",3,6,6,0,0,0,16,"EDI DataOne",2,3,6,22
"picomoleperliterperhour",2,6,13,0,0,0,9,"EDI DataOne",2,2,6,22
"megagramperhectare",4,5,18,0,0,0,4,"EDI DataOne",2,4,5,22
"qsu",2,5,18,0,0,0,4,"EDI DataOne",2,2,5,22
"ampere",3,3,5,0,0,0,17,"EDI DataOne",2,3,3,22
"milligramperkilogram",1,2,21,0,0,0,1,"EDI DataOne",2,1,2,22
"wm-2",1,2,21,0,0,0,1,"EDI DataOne",2,1,2,22
"days",1,1,1,0,0,0,21,"EDI DataOne",2,1,1,22
"mm/year",1,1,1,0,0,0,21,"EDI DataOne",2,1,1,22
"degrees azimuth",1,11,20,0,0,0,1,"EDI DataOne",2,1,11,21
"lux",4,10,20,0,0,0,1,"EDI DataOne",2,4,10,21
"centimeterssquaredpergram",3,9,17,0,0,0,4,"EDI DataOne",2,3,9,21
"tonsperacre",4,8,9,0,0,0,12,"EDI DataOne",2,4,8,21
"deg-c",1,7,9,0,0,0,12,"EDI DataOne",2,1,7,21
"formazinnephelometricunits",2,7,19,0,0,0,2,"EDI DataOne",2,2,7,21
"thousands",1,6,6,0,0,0,15,"EDI DataOne",2,1,6,21
"nanomolepermetersquaredpersecond",2,4,19,0,0,0,2,"EDI DataOne",2,2,4,21
"micromoleperliterperday",3,3,9,0,0,0,12,"EDI DataOne",2,3,3,21
"centimolechargeperkilogram",1,2,14,0,0,0,7,"EDI DataOne",2,1,2,21
"nanomolesperkilogramperday",1,1,18,0,0,0,3,"EDI DataOne",2,1,1,21
"numberpersquaremeter",1,1,19,0,0,0,2,"EDI DataOne",2,1,1,21
"picomolesperliterperhour",1,13,13,0,0,0,7,"EDI DataOne",2,1,13,20
"mm",1,10,10,0,0,0,10,"EDI DataOne",2,1,10,20
"microgrampercentimetersquared",5,7,19,0,0,0,1,"EDI DataOne",2,5,7,20
"millimolepermetersquaredperhour",4,6,17,0,0,0,3,"EDI DataOne",2,4,6,20
"molepermetersquared",3,4,19,0,0,0,1,"EDI DataOne",2,3,4,20
"numberpersquarecentimeterperhour",1,4,16,0,0,0,4,"EDI DataOne",2,1,4,20
"numberperday",2,3,19,0,0,0,1,"EDI DataOne",2,2,3,20
"ue",1,3,13,0,0,0,7,"EDI DataOne",2,1,3,20
"micromoleperhourpergram",2,2,16,0,0,0,4,"EDI DataOne",2,2,2,20
"micrometers",1,1,10,0,0,0,10,"EDI DataOne",2,1,1,20
"microcuriepermicromole",1,12,12,0,0,0,7,"EDI DataOne",2,1,12,19
"microeinsteinpermetersquaredpersecond",4,10,16,0,0,0,3,"EDI DataOne",2,4,10,19
"yy",1,10,10,0,0,0,9,"EDI DataOne",2,1,10,19
"gramspercentimetercubed",4,9,9,0,0,0,10,"EDI DataOne",2,4,9,19
"m2/ha",2,7,17,0,0,0,2,"EDI DataOne",2,2,7,19
"milligrampercentimetersquared",4,7,15,0,0,0,4,"EDI DataOne",2,4,7,19
"micromolpersquaremeterpersecond",1,6,18,0,0,0,1,"EDI DataOne",2,1,6,19
"microgramspercentimetersquared",2,5,17,0,0,0,2,"EDI DataOne",2,2,5,19
"unknown",2,5,8,0,0,0,11,"EDI DataOne",2,2,5,19
"millibars",2,3,16,0,0,0,3,"EDI DataOne",2,2,3,19
"gallonperminute",1,1,4,0,0,0,15,"EDI DataOne",2,1,1,19
"maxberries(gbiomass)-1m-2",1,1,9,0,0,0,10,"EDI DataOne",2,1,1,19
"degrees angle",1,5,16,0,0,0,2,"EDI DataOne",2,1,5,18
"gramsperhectareperday",2,5,11,0,0,0,7,"EDI DataOne",2,2,5,18
"cubic meters",1,4,5,0,0,0,13,"EDI DataOne",2,1,4,18
"umol/m2/s",1,3,9,0,0,0,9,"EDI DataOne",2,1,3,18
"micromol/l",1,1,6,0,0,0,12,"EDI DataOne",2,1,1,18
"moleperhectare",1,1,9,0,0,0,9,"EDI DataOne",2,1,1,18
"nephelometricturbidityunit",2,10,15,0,0,0,2,"EDI DataOne",2,2,10,17
"calendar year",2,7,9,0,0,0,8,"EDI DataOne",2,2,7,17
"micromolesperkilogram",2,6,14,0,0,0,3,"EDI DataOne",2,2,6,17
"milligrampergramperday",3,5,16,0,0,0,1,"EDI DataOne",2,3,5,17
"milligrampermetercubedperhour",3,5,13,0,0,0,4,"EDI DataOne",2,3,5,17
"millimetersquared",4,5,12,0,0,0,5,"EDI DataOne",2,4,5,17
"number",1,3,10,0,0,0,7,"EDI DataOne",2,1,3,17
"umolm-2s-1",1,3,16,0,0,0,1,"EDI DataOne",2,1,3,17
"cubiccm",1,2,4,0,0,0,13,"EDI DataOne",2,1,2,17
"mgco2/d",1,2,11,0,0,0,6,"EDI DataOne",2,1,2,17
"ppm/d",1,2,11,0,0,0,6,"EDI DataOne",2,1,2,17
"gramperhectareperday",1,1,8,0,0,0,9,"EDI DataOne",2,1,1,17
"meter",1,1,15,0,0,0,2,"EDI DataOne",2,1,1,17
"replicate",1,8,8,0,0,0,8,"EDI DataOne",2,1,8,16
"cubiccentimeter",4,6,9,0,0,0,7,"EDI DataOne",2,4,6,16
"milligrampergramperhour",4,6,11,0,0,0,5,"EDI DataOne",2,4,6,16
"gramspermetersquaredperday",3,4,6,0,0,0,10,"EDI DataOne",2,3,4,16
"gcm-2yr-1",1,3,9,0,0,0,7,"EDI DataOne",2,1,3,16
"mg/g",2,3,7,0,0,0,9,"EDI DataOne",2,2,3,16
"microgramsperliterquininesulfateunits",1,3,14,0,0,0,2,"EDI DataOne",2,1,3,16
"hours",2,2,7,0,0,0,9,"EDI DataOne",2,2,2,16
"meq/100g",2,2,11,0,0,0,5,"EDI DataOne",2,2,2,16
"microgramsperliter",2,2,10,0,0,0,6,"EDI DataOne",2,2,2,16
"micromolespergram",2,2,15,0,0,0,1,"EDI DataOne",2,2,2,16
"squaremeterperkilogram",2,2,7,0,0,0,9,"EDI DataOne",2,2,2,16
"centimeterpersecondsquared",1,1,15,0,0,0,1,"EDI DataOne",2,1,1,16
"grampermetersquaredperdaypereffort",1,1,8,0,0,0,8,"EDI DataOne",2,1,1,16
"mg/kg",1,1,2,0,0,0,14,"EDI DataOne",2,1,1,16
"milliequivalentper100grams",1,1,5,0,0,0,11,"EDI DataOne",2,1,1,16
"mm/dd/yyyy",1,1,4,0,0,0,12,"EDI DataOne",2,1,1,16
"centimetersquaredpergram",7,11,13,0,0,0,2,"EDI DataOne",2,7,11,15
"nephelometric turbidity units",1,6,8,0,0,0,7,"EDI DataOne",2,1,6,15
"megajoulepermetersquaredperday",4,5,13,0,0,0,2,"EDI DataOne",2,4,5,15
"kilogramperliter",3,4,6,0,0,0,9,"EDI DataOne",2,3,4,15
"milligramsperliterperday",2,4,12,0,0,0,3,"EDI DataOne",2,2,4,15
"millimetermercury",2,4,6,0,0,0,9,"EDI DataOne",2,2,4,15
"centimeterspergram",3,3,11,0,0,0,4,"EDI DataOne",2,3,3,15
"km",2,2,7,0,0,0,8,"EDI DataOne",2,2,2,15
"microgrampermetersquaredperday",1,2,7,0,0,0,8,"EDI DataOne",2,1,2,15
"parts per thousand",2,2,2,0,0,0,13,"EDI DataOne",2,2,2,15
"# pairs",1,1,8,0,0,0,7,"EDI DataOne",2,1,1,15
"micromolsco2m-2s-1",1,1,6,0,0,0,9,"EDI DataOne",2,1,1,15
"ug/m3",1,1,14,0,0,0,1,"EDI DataOne",2,1,1,15
"percent g/g",1,10,10,0,0,0,4,"EDI DataOne",2,1,10,14
"ddd",1,9,10,0,0,0,4,"EDI DataOne",2,1,9,14
"gramspermetersquaredperhour",4,6,13,0,0,0,1,"EDI DataOne",2,4,6,14
"yyyy",4,6,7,0,0,0,7,"EDI DataOne",2,4,6,14
"dd",1,5,5,0,0,0,9,"EDI DataOne",2,1,5,14
"microseimenpercentimeter",1,5,13,0,0,0,1,"EDI DataOne",2,1,5,14
"ppt",4,5,8,0,0,0,6,"EDI DataOne",2,4,5,14
"milligramspergrams",1,3,12,0,0,0,2,"EDI DataOne",2,1,3,14
"microgramspermetersquaredperhour",1,2,5,0,0,0,9,"EDI DataOne",2,1,2,14
"#/m2",1,1,7,0,0,0,7,"EDI DataOne",2,1,1,14
"?",1,1,11,0,0,0,3,"EDI DataOne",2,1,1,14
"kilogramperkilometersquaredperyear",1,1,7,0,0,0,7,"EDI DataOne",2,1,1,14
"milligramsperliter",1,1,7,0,0,0,7,"EDI DataOne",2,1,1,14
"millimeterpermonth",1,1,1,0,0,0,13,"EDI DataOne",2,1,1,14
"millimole",1,1,6,0,0,0,8,"EDI DataOne",2,1,1,14
"nmolpergramperhour",1,1,7,0,0,0,7,"EDI DataOne",2,1,1,14
"nmolperhourpermicrogram",1,1,7,0,0,0,7,"EDI DataOne",2,1,1,14
"oc",1,1,2,0,0,0,12,"EDI DataOne",2,1,1,14
"per mil",1,1,3,0,0,0,11,"EDI DataOne",2,1,1,14
"standard units",1,1,1,0,0,0,13,"EDI DataOne",2,1,1,14
"standardcubicfootperhour",1,1,7,0,0,0,7,"EDI DataOne",2,1,1,14
"trees/ha",1,8,8,0,0,0,5,"EDI DataOne",2,1,8,13
"atmosphere",5,6,6,0,0,0,7,"EDI DataOne",2,5,6,13
"grampergramperday",5,5,11,0,0,0,2,"EDI DataOne",2,5,5,13
"milligramspersquaremeterperday",3,5,7,0,0,0,6,"EDI DataOne",2,3,5,13
"gco2-cm-2half-hour-2",1,4,8,0,0,0,5,"EDI DataOne",2,1,4,13
"gco2-cm-2half-hour-3",1,4,8,0,0,0,5,"EDI DataOne",2,1,4,13
"millimetercubedperliter",2,3,11,0,0,0,2,"EDI DataOne",2,2,3,13
"millimetersperday",1,3,11,0,0,0,2,"EDI DataOne",2,1,3,13
"permill",2,2,11,1,1,2,0,"EDI NEON",2,3,3,13
"cells/ml",2,2,5,0,0,0,8,"EDI DataOne",2,2,2,13
"gcm-2",1,2,7,0,0,0,6,"EDI DataOne",2,1,2,13
"kilogramspermetersquaredperyear",2,2,5,0,0,0,8,"EDI DataOne",2,2,2,13
"metercubedpermetersquared",1,2,6,0,0,0,7,"EDI DataOne",2,1,2,13
"cmweq",1,1,7,0,0,0,6,"EDI DataOne",2,1,1,13
"hundrethofdegreecelsius",1,1,12,0,0,0,1,"EDI DataOne",2,1,1,13
"milligrampermetersquaredpersecond",1,1,6,0,0,0,7,"EDI DataOne",2,1,1,13
"molesperkilogram",1,1,5,0,0,0,8,"EDI DataOne",2,1,1,13
"g/m3",2,6,6,0,0,0,6,"EDI DataOne",2,2,6,12
"doy",2,5,5,0,0,0,7,"EDI DataOne",2,2,5,12
"milligramspermetersquaredperday",2,5,11,0,0,0,1,"EDI DataOne",2,2,5,12
"kilojoulepermetersquared",2,4,9,0,0,0,3,"EDI DataOne",2,2,4,12
"micromolepermicromole",1,4,8,0,0,0,4,"EDI DataOne",2,1,4,12
"milligramperunit",1,4,10,0,0,0,2,"EDI DataOne",2,1,4,12
"molespermetersquared",2,4,6,0,0,0,6,"EDI DataOne",2,2,4,12
"nanomoleperliter",3,4,6,0,0,0,6,"EDI DataOne",2,3,4,12
"gramspermilliliter",2,3,4,0,0,0,8,"EDI DataOne",2,2,3,12
"ug/l",2,3,5,0,0,0,7,"EDI DataOne",2,2,3,12
"utm",2,3,6,0,0,0,6,"EDI DataOne",2,2,3,12
"becquerelpergram",2,2,11,0,0,0,1,"EDI DataOne",2,2,2,12
"meterssquaredpersecond",2,2,2,0,0,0,10,"EDI DataOne",2,2,2,12
"microeinstein",2,2,10,0,0,0,2,"EDI DataOne",2,2,2,12
"microg/cm2",1,2,10,0,0,0,2,"EDI DataOne",2,1,2,12
"miligramsperkilogrampermonth",1,2,5,0,0,0,7,"EDI DataOne",2,1,2,12
"britishthermalunit",1,1,4,0,0,0,8,"EDI DataOne",2,1,1,12
"gramsperhectareperhour",1,1,6,0,0,0,6,"EDI DataOne",2,1,1,12
"mg/gdryleaftissue",1,1,4,0,0,0,8,"EDI DataOne",2,1,1,12
"percentbymass",1,1,6,0,0,0,6,"EDI DataOne",2,1,1,12
"ramanunit",1,1,4,0,0,0,8,"EDI DataOne",2,1,1,12
"ug",1,1,6,0,0,0,6,"EDI DataOne",2,1,1,12
"langley",2,6,8,0,0,0,3,"EDI DataOne",2,2,6,11
"grams per cubic centimeter",1,5,8,0,0,0,3,"EDI DataOne",2,1,5,11
"hhmm",1,5,5,0,0,0,6,"EDI DataOne",2,1,5,11
"metersabovesealevel",2,5,9,0,0,0,2,"EDI DataOne",2,2,5,11
"microgramspersquarecentimeter",3,5,6,0,0,0,5,"EDI DataOne",2,3,5,11
"gramspersquarecentimeter",3,4,9,0,0,0,2,"EDI DataOne",2,3,4,11
"months",3,4,4,0,0,0,7,"EDI DataOne",2,3,4,11
"gramspersample",1,3,3,0,0,0,8,"EDI DataOne",2,1,3,11
"micromoles per second per square meter",2,3,6,0,0,0,5,"EDI DataOne",2,2,3,11
"millimolespermole",1,3,5,0,0,0,6,"EDI DataOne",2,1,3,11
"gramspergram",1,2,4,0,0,0,7,"EDI DataOne",2,1,2,11
"microgramsperkilogramperhour",2,2,5,0,0,0,6,"EDI DataOne",2,2,2,11
"month of year",1,2,2,0,0,0,9,"EDI DataOne",2,1,2,11
"umol/mol",1,2,10,0,0,0,1,"EDI DataOne",2,1,2,11
"umolesco2/(m^2*s",1,2,8,0,0,0,3,"EDI DataOne",2,1,2,11
"atompercent",1,1,10,0,0,0,1,"EDI DataOne",2,1,1,11
"milligramperdecimetersquared",1,1,5,0,0,0,6,"EDI DataOne",2,1,1,11
"numberpernauticalmilesquared",1,1,2,0,0,0,9,"EDI DataOne",2,1,1,11
"tritiumunit",1,1,2,0,0,0,9,"EDI DataOne",2,1,1,11
"gramspercubicmeter",1,7,7,0,0,0,3,"EDI DataOne",2,1,7,10
"metersperday",3,7,8,0,0,0,2,"EDI DataOne",2,3,7,10
"nephelometric turbidity unit",3,7,8,0,0,0,2,"EDI DataOne",2,3,7,10
"year(yyyy)",1,6,6,0,0,0,4,"EDI DataOne",2,1,6,10
"micrometercubed",4,5,7,0,0,0,3,"EDI DataOne",2,4,5,10
"microsiemens per centimeter",2,5,8,0,0,0,2,"EDI DataOne",2,2,5,10
"milligramspersquarecentimeter",2,5,6,0,0,0,4,"EDI DataOne",2,2,5,10
"nanomolepergrampersecond",2,3,5,0,0,0,5,"EDI DataOne",2,2,3,10
"umolphotons/m2/second",2,3,6,0,0,0,4,"EDI DataOne",2,2,3,10
"day of month",1,2,2,0,0,0,8,"EDI DataOne",2,1,2,10
"grampernumber",1,2,5,0,0,0,5,"EDI DataOne",2,1,2,10
"kilogramspercubicmeter",2,2,9,0,0,0,1,"EDI DataOne",2,2,2,10
"milliequivalents",1,2,2,0,0,0,8,"EDI DataOne",2,1,2,10
"molepercubicmeter",1,2,4,0,0,0,6,"EDI DataOne",2,1,2,10
"%peryear",1,1,5,0,0,0,5,"EDI DataOne",2,1,1,10
"cperyear",1,1,5,0,0,0,5,"EDI DataOne",2,1,1,10
"cubicmicrometerspercentimeterssquared",1,1,9,0,0,0,1,"EDI DataOne",2,1,1,10
"date",1,1,1,0,0,0,9,"EDI DataOne",2,1,1,10
"mg/m3",1,1,2,0,0,0,8,"EDI DataOne",2,1,1,10
"microgramperliter",1,1,3,0,0,0,7,"EDI DataOne",2,1,1,10
"miligramsperkilogramperday",1,1,3,0,0,0,7,"EDI DataOne",2,1,1,10
"milligramspermetersquaredperhour",1,1,3,0,0,0,7,"EDI DataOne",2,1,1,10
"mmperyear",1,1,5,0,0,0,5,"EDI DataOne",2,1,1,10
"numberper10centimetersquared",1,1,9,0,0,0,1,"EDI DataOne",2,1,1,10
"seconds",1,1,1,0,0,0,9,"EDI DataOne",2,1,1,10
"microsiemens/cm",1,7,7,0,0,0,2,"EDI DataOne",2,1,7,9
"formazinnephelometricunit",1,5,5,1,1,4,0,"EDI NEON",2,2,6,9
"month",4,5,7,0,0,0,2,"EDI DataOne",2,4,5,9
"micromoles per square meter per second",2,4,8,0,0,0,1,"EDI DataOne",2,2,4,9
"milligramsperday",4,4,6,0,0,0,3,"EDI DataOne",2,4,4,9
"moleperliter",3,4,6,0,0,0,3,"EDI DataOne",2,3,4,9
"numberpernumber",3,4,4,0,0,0,5,"EDI DataOne",2,3,4,9
"cord",1,3,5,0,0,0,4,"EDI DataOne",2,1,3,9
"footcubed",1,3,4,0,0,0,5,"EDI DataOne",2,1,3,9
"gramspermeterssquared",1,3,5,0,0,0,4,"EDI DataOne",2,1,3,9
"wattspermetersquared",3,3,7,0,0,0,2,"EDI DataOne",2,3,3,9
"cubicmetersperhour",1,1,8,1,1,1,0,"EDI NEON",2,2,2,9
"decaysperminuteperliter",1,2,8,0,0,0,1,"EDI DataOne",2,1,2,9
"degrees c",1,2,2,0,0,0,7,"EDI DataOne",2,1,2,9
"g/cc",2,2,4,0,0,0,5,"EDI DataOne",2,2,2,9
"millisiemens",2,2,5,0,0,0,4,"EDI DataOne",2,2,2,9
"% afdw",1,1,4,0,0,0,5,"EDI DataOne",2,1,1,9
"% dry mass",1,1,8,0,0,0,1,"EDI DataOne",2,1,1,9
"10^3 copies/g",1,1,8,0,0,0,1,"EDI DataOne",2,1,1,9
"cells per milliliter",1,1,1,0,0,0,8,"EDI DataOne",2,1,1,9
"disintegrationsperminutepercubicmeter",1,1,8,0,0,0,1,"EDI DataOne",2,1,1,9
"grampermilliliter",1,1,8,0,0,0,1,"EDI DataOne",2,1,1,9
"kilogramsperhectarepermonth",1,1,3,0,0,0,6,"EDI DataOne",2,1,1,9
"milligramsoxygenper literperday",1,1,3,0,0,0,6,"EDI DataOne",2,1,1,9
"mmhg",1,1,5,0,0,0,4,"EDI DataOne",2,1,1,9
"nanogramspercubicmeter",1,1,3,0,0,0,6,"EDI DataOne",2,1,1,9
"ugn/gdrysoil",1,1,3,0,0,0,6,"EDI DataOne",2,1,1,9
"umol/m2/yr",1,1,8,0,0,0,1,"EDI DataOne",2,1,1,9
"milliliters",2,5,7,0,0,0,1,"EDI DataOne",2,2,5,8
"molespersquaremeterpersecond",3,5,6,0,0,0,2,"EDI DataOne",2,3,5,8
"cubic centimeters",2,3,6,0,0,0,2,"EDI DataOne",2,2,3,8
"microsiemenspercentimeters",1,3,4,0,0,0,4,"EDI DataOne",2,1,3,8
"millgramspergram",2,3,6,0,0,0,2,"EDI DataOne",2,2,3,8
"millimolespersquaremeterperhour",2,3,6,0,0,0,2,"EDI DataOne",2,2,3,8
"nanogrampergram",2,3,4,0,0,0,4,"EDI DataOne",2,2,3,8
"centimeterpercentimetercubed",2,2,6,0,0,0,2,"EDI DataOne",2,2,2,8
"cm.",1,2,6,0,0,0,2,"EDI DataOne",2,1,2,8
"cubicmicrometerspergram",2,2,3,0,0,0,5,"EDI DataOne",2,2,2,8
"degrees c",1,2,3,0,0,0,5,"EDI DataOne",2,1,2,8
"micromolepersecond",2,2,3,0,0,0,5,"EDI DataOne",2,2,2,8
"milligrams",2,2,5,0,0,0,3,"EDI DataOne",2,2,2,8
"milliliterspergram",1,2,4,0,0,0,4,"EDI DataOne",2,1,2,8
"nanogramspergramperday",2,2,4,0,0,0,4,"EDI DataOne",2,2,2,8
"no.ofstems/m2",1,2,4,0,0,0,4,"EDI DataOne",2,1,2,8
"ppt",1,2,3,0,0,0,5,"EDI DataOne",2,1,2,8
"%volumetricwatercontent",1,1,4,0,0,0,4,"EDI DataOne",2,1,1,8
"?gn/groot/hour",1,1,4,0,0,0,4,"EDI DataOne",2,1,1,8
"degreedays",1,1,6,0,0,0,2,"EDI DataOne",2,1,1,8
"formazin nephelometric unit (fnu)",1,1,3,0,0,0,5,"EDI DataOne",2,1,1,8
"gkg-1",1,1,4,0,0,0,4,"EDI DataOne",2,1,1,8
"id",1,1,6,0,0,0,2,"EDI DataOne",2,1,1,8
"microm/s/m2",1,1,4,0,0,0,4,"EDI DataOne",2,1,1,8
"milligramperdaypergram",1,1,4,0,0,0,4,"EDI DataOne",2,1,1,8
"milligrampermetersquaredperhalfday",1,1,4,0,0,0,4,"EDI DataOne",2,1,1,8
"mm/dd/yyyy",1,1,1,0,0,0,7,"EDI DataOne",2,1,1,8
"numberper85centimetersquaredperday",1,1,7,0,0,0,1,"EDI DataOne",2,1,1,8
"percentpermetersquared",1,1,4,0,0,0,4,"EDI DataOne",2,1,1,8
"microg/gsoil",1,5,5,0,0,0,2,"EDI DataOne",2,1,5,7
"meterpergram",4,4,4,0,0,0,3,"EDI DataOne",2,4,4,7
"mg/cm2",2,4,4,0,0,0,3,"EDI DataOne",2,2,4,7
"milliequivalentsperliter",1,2,3,1,2,4,0,"EDI NEON",2,2,4,7
"squaremile",3,4,4,0,0,0,3,"EDI DataOne",2,3,4,7
"cubiccentimeters",1,2,6,0,0,0,1,"EDI DataOne",2,1,2,7
"grams/cubiccm",1,2,4,0,0,0,3,"EDI DataOne",2,1,2,7
"micromolespergramperhour",2,2,5,0,0,0,2,"EDI DataOne",2,2,2,7
"millibar",1,2,6,0,0,0,1,"EDI DataOne",2,1,2,7
"milligramspershortshoot",1,2,3,0,0,0,4,"EDI DataOne",2,1,2,7
"molespermetersquaredpersecond",2,2,3,0,0,0,4,"EDI DataOne",2,2,2,7
"numberbasepairs",1,2,5,0,0,0,2,"EDI DataOne",2,1,2,7
"counts",1,1,1,0,0,0,6,"EDI DataOne",2,1,1,7
"cubicmeterspercubicmeter",1,1,3,0,0,0,4,"EDI DataOne",2,1,1,7
"ft",1,1,1,0,0,0,6,"EDI DataOne",2,1,1,7
